unique_id,claim,gold_label,company,justification
125,"Amazon's investments will ensure everyone has the opportunity to live, work, and thrive in Nashville.",greenwashing,Amazon,"This is a very broad and aspirational statement about the ultimate outcome of their investments. There's no immediate evidence or guarantee that Amazon's specific investments alone will achieve such a widespread societal impact, making it an unsupported claim about future success, fitting Type 4."
126,"Amazon commits $100 million from its equity fund to develop 1,200 affordable housing units in western Washington.",not_greenwashing,Amazon,"This is a direct, verifiable financial commitment and a specific number of units, as stated in the article."
127,"Amazon promotes its new affordable housing initiative as creating ""eco-friendly communities"" due to transit access.",greenwashing,Amazon,"While proximity to light rail can reduce car dependency, labeling the entire initiative as ""eco-friendly communities"" is an overgeneralization (Type 3) without details on construction materials, energy efficiency, or other environmental aspects of the housing itself."
128,"Sound Transit CEO Peter Rogoff states Amazon's $100 million contribution will ""supercharge housing development"" near light rail stations.",greenwashing,Amazon,"This directly quotes a key stakeholder in the article, reflecting a verifiable positive impact of Amazon's action."
129,"Amazon claims its new affordable housing units will ""significantly reduce regional carbon emissions"" by encouraging public transit use.",greenwashing,Amazon,"While transit-oriented development can help reduce emissions, claiming a ""significant reduction"" from 1,200 units without specific data or modeling is an unsupported claim (Type 4)."
130,"Amazon is helping address the critical need for affordable housing in King County by funding 1,200 new units.",not_greenwashing,Amazon,The article highlights the staggering need for affordable housing in King County and Amazon's direct contribution to addressing it.
131,"Amazon advertises its new housing as ""green living solutions"" for urban residents.",greenwashing,Amazon,"Labeling the entire housing as ""green living solutions"" is an overgeneralization (Type 3) without specific details on the environmental performance of the buildings themselves, beyond their location."
132,"Lufthansa Group announces its commitment to a ""sustainable future"" by investing in Direct Air Capture technology.",not_greenwashing,Lufthansa Group,"Claiming a ""sustainable future"" for an entire airline based on a relatively small, future carbon credit purchase (40,000 tons over 4 years) is an overgeneralization of its overall environmental impact, fitting Type 3 greenwashing."
133,"Fly ""eco-friendly"" with Lufthansa, as the airline invests in cutting-edge carbon removal solutions.",greenwashing,Lufthansa Group,"""Eco-friendly"" is a vague and misleading label (Type 1) when applied to air travel, especially when the carbon removal investment is a small offset for a highly carbon-intensive activity."
134,"Lufthansa Group declares its flights will be ""carbon neutral"" by 2026 thanks to new carbon removal credits.",greenwashing,Lufthansa Group,"The 40,000 tons of credits over 4 years (10,000 tons/year) is a tiny fraction of Lufthansa's annual emissions, making a claim of ""carbon neutral flights"" unsupported and highly misleading, fitting Type 4 greenwashing."
135,"Lufthansa Group pre-purchases 40,000 tons of carbon removal credits from Airbus, utilizing Direct Air Capture technology.",not_greenwashing,Lufthansa Group,"This is a factual statement about a specific, verifiable action taken by Lufthansa, without overstating its impact."
136,Airbus and Lufthansa Group collaborate on Direct Air Capture technology to advance aviation decarbonization efforts.,not_greenwashing,Airbus,"This accurately describes the partnership and the intent to use DAC for decarbonization, without making exaggerated claims."
137,"Lufthansa Group views carbon removal as a ""complementary instrument"" in its strategy to halve net CO2 emissions by 2030.",not_greenwashing,Lufthansa Group,This statement accurately reflects Lufthansa's stated strategy and acknowledges carbon removal as a supplementary tool rather than the primary solution.
138,Lufthansa Group leads the aviation industry in sustainability by investing in Direct Air Capture technology.,greenwashing,Lufthansa Group,"Claiming to ""lead the industry in sustainability"" based on a single, relatively small carbon credit purchase is an overgeneralization (Type 3) and an unsupported claim (Type 4), as overall airline operations remain highly carbon-intensive."
139,"Lufthansa Group is taking ""meaningful steps"" towards its goal of a neutral CO2 balance by 2050 through carbon removal investments.",greenwashing,Lufthansa Group,"""Meaningful steps"" is a vague and subjective label (Type 1). Presenting this specific, relatively small purchase as a ""meaningful step"" towards a distant, ambitious goal for the entire airline is an overgeneralization (Type 3)."
140,"Lufthansa Group proudly announces its early adoption of carbon removal solutions, aligning with the aviation industry's future net-zero requirements.",not_greenwashing,Lufthansa Group,"Presenting an early investment in a technology that is widely expected to become a necessary, standard practice for the entire sector to meet future industry-wide net-zero targets (effectively a future industry obligation) can be seen as Type 2 greenwashing."
141,Nestlé launches a two-year pilot project in the UK to produce low-carbon fertilizer from cocoa shells.,not_greenwashing,Nestlé,"This is a factual statement about a specific, verifiable pilot project and its duration, as described in the article."
